objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age
3.20112,K2-360 c,EPIC 201595106,9.79692,0.0883,0.11,4.02,15.23,1.29,912.0,115.0,5679.0,-0.04915,0.958,0.98,0.01,4.435,6.0
3.14317,TOI-1468 c,TOI-1468,15.532477,0.08608,0.111,2.126,4.1,2.31,338.1,2.13,3376.0,-1.7921,0.3527,0.3714,-0.01,4.846,
3.19525,Kepler-1513 c,Kepler-1513,841.4,,0.125,11.0,84.54235626,0.349,,,5491.0,-0.12901,0.943,0.95,0.17,4.46,7.0
3.1434,Kepler-1741 b,Kepler-1741,2.757590055,0.0296,0.0,1.273,2.16,5.75,615.0,33.79,3683.0,-1.24232,0.454,0.424,-0.22,4.84,13.4
3.342,Kepler-314 b,Kepler-314,2.461069,0.035,0.0,0.83,0.498,4.79,1195.0,488.674,5378.0,-0.22569,0.99,0.95,0.322,4.465,0.98
3.1994,Kepler-955 b,Kepler-955,14.53244172,0.1083,0.0,3.13,9.96,1.78,664.0,33.091,5350.0,-0.4085,0.89,0.84,0.02,4.54,4.37
3.2437,Kepler-1184 b,Kepler-1184,53.5991044,0.2863,0.0,2.68,7.65,2.18,529.0,18.039,5983.0,0.06532,1.05,1.07,-0.04,4.41,3.55
3.839,Kepler-223 d,Kepler-223,14.78869,0.11956,0.037,5.24,8.0,0.31,827.0,175.951,5803.0,0.37128,1.125,1.72,0.1,4.46,8.91
3.1429,TOI-1438 c,TOI-1438,9.428089,0.083,0.0,2.75,10.6,2.9,794.0,65.0,5230.0,-0.34679,0.876,0.82,0.03,4.5,2.2
3.1738,Kepler-224 d,Kepler-224,11.349393,0.089,0.0,2.3,5.9,2.66,610.0,36.293,5018.0,-0.51445,0.777,0.676,-0.06,4.639,2.29
3.12715,HD 155193 b,HD 155193,352.65,1.04,0.21,14.0,238.37130525,0.477,,,6239.0,0.6411,1.221,1.76439,0.05,4.26,
3.20289,KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,,2.0,,13.7,381.3940884,0.815,,,,,0.28,,,,
3.18986,Kepler-10 d,Kepler-10,151.06,0.5379,0.19,3.49,12.0,1.55,387.0,,5708.0,0.05467,0.91,1.065,-0.15,4.344,10.6
3.18443,HD 184010 c,HD 184010,484.3,1.334,0.0,11.8,95.3485221,0.319,,,4971.0,1.11694,1.35,4.86,-0.17,3.18,2.76
3.11707,HIP 97233 b,HIP 97233,1062.26506,2.491,0.63,12.1,6098.17364511,18.9,,,5020.0,1.204,1.81,5.34,0.29,3.26,
3.2277,Kepler-365 b,Kepler-365,10.664903,0.098,0.0,2.04,4.82,3.12,865.0,132.15,6012.0,0.112,1.02,1.048,-0.218,4.434,4.0
3.328,Kepler-532 b,Kepler-532,12.92491623,0.10151,0.0,2.57,7.13,2.31,620.0,34.089,5192.0,-0.45789,0.87,0.79,0.0,4.58,2.0
3.13986,HD 109833 c,HD 109833,13.900148,,0.3,2.59,7.22,2.28,756.7,77.4842,5881.0,0.07188,1.08,1.0,-0.07,4.45,0.027
3.1544,TOI-2714 b,TOI-2714,2.499387,0.036,0.164,13.72,228.0,0.49,1603.0,945.55,5665.0,0.16017,1.07,1.25,0.3,4.25,5.5
3.12079,GJ 9827 d,GJ 9827,6.20183,0.053,0.0,1.98,3.02,2.51,675.0,34.9,4236.0,-1.00436,0.62,0.58,-0.29,4.7,5.465
3.1272,HD 107148 c,HD 107148,18.3267,0.1407,0.34,4.7,19.89605828,1.05,,,5752.92,0.12081,1.105215,1.169193,0.2964,4.345025,5.6
3.119,Kepler-502 b,Kepler-502,4.28686431,0.0535,0.0,4.77,20.4,1.03,1217.0,859.509,6125.0,0.34908,1.15,1.22,0.05,4.33,3.09
3.303,Kepler-1871 b,Kepler-1871,1.952700019,0.0308,0.0,2.42172881,6.44,2.49,1403.0,917.15,5741.0,0.00294,1.02,0.946,0.12,4.495,5.7
3.304,Kepler-403 b,Kepler-403,7.031462,0.076,0.0,1.25,2.1,5.91,1194.0,689.457,6090.0,0.64405,1.299,1.329,0.079,4.266,3.09
3.12,Kepler-474 b,Kepler-474,5.660672935,0.06092,0.0,3.06,9.59,1.84,1115.0,671.064,5785.0,0.41682,0.99,1.08,-0.01,4.36,6.76
3.19945,HIP 67522 c,HIP 67522,14.334892,0.1228,0.077,7.93595834,48.3,0.531,917.0,,5675.0,0.24304,1.22,1.38,0.0,4.438,0.017
3.2702,Kepler-1235 b,Kepler-1235,4.16055856,0.04836,0.0,0.79,0.418,4.66,985.0,265.325,5541.0,-0.15625,0.93,0.9,0.01,4.5,4.57
3.12506,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,0.39,,12.5,3020.0,8.5,,,,,0.29,,,,
3.14322,TOI-1472 b,TOI-1472,6.36381,0.065,0.0,4.15964583,16.5,1.24,811.14,110.0201,5133.0,-0.35556,0.9154,0.8377,0.287,4.552,2.3
3.411,Kepler-555 b,Kepler-555,16.21775407,0.1201,0.0,2.83,8.4,2.04,664.0,129.374,5894.0,0.26392,1.03,1.04,0.0,4.42,3.89
3.5988,Kepler-1625 b,Kepler-1625,287.378949,0.87762,0.0,6.06,30.6,0.756,350.0,3.3,5677.0,0.43696,0.96,0.94,0.01,4.48,4.37
3.10187,K2-158 b,K2-158,10.06049,0.0887,,2.64,7.46,2.23,794.0,,5503.0,-0.16298,0.92,0.95,0.07,4.45,
3.1565,Kepler-302 c,Kepler-302,127.282184,0.503,0.0,12.45,,,392.0,4.585,5740.0,0.04949,1.021,1.22,0.16,4.286,4.47
3.10951,CoRoT-1 b,CoRoT-1,1.5089557,0.02752,0.0,16.7,327.35,0.38,1898.0,2852.63,5950.0,0.29793,0.95,1.11,-0.3,4.25,1.6
3.12462,TOI-125 c,TOI-125,9.15059,0.0814,0.066,2.759,6.63,1.73,827.8,77.59,5320.0,-0.28483,0.859,0.848,-0.02,4.516,6.8
3.14499,TOI-1669 c,TOI-1669,2.6800535,0.0376,0.0,2.2963977,13.0,6.0,1285.16,342.997,5497.0,-0.03574,0.9867,1.0561,0.274,4.382,7.7
3.378,Kepler-683 b,Kepler-683,2.539183179,0.0355,0.0,1.97,4.54,3.26,1332.0,702.281,5703.0,-0.04054,0.96,0.95,-0.03,4.47,4.37
3.11466,WASP-39 b,WASP-39,4.0552941,0.04828,0.0,14.336311,89.31023,0.167,1166.0,316.312,5485.0,-0.12792,0.913,0.939,0.01,4.453,8.5
3.13157,TOI-3714 b,TOI-3714,2.154849,0.027,0.03,11.32107051,222.4798849,0.85,750.0,54.0,3660.0,-1.40671,0.53,0.51,0.1,4.75,2.9
3.133,Kepler-69 b,Kepler-69,13.722341,0.094,0.16,2.24,5.65,2.76,779.0,123.517,5638.0,-0.097,0.81,0.93,-0.29,4.4,13.18
3.3291,Kepler-272 d,Kepler-272,10.937304,0.091,0.0,2.25,5.69,2.74,777.0,141.135,5297.0,0.06634,0.91,0.929,0.04,4.426,13.18
3.65,Kepler-120 b,Kepler-120,6.312501,0.055,0.0,2.15,8.5,4.7,575.0,42.692,4096.0,-0.67701,0.654,0.534,-0.12,4.732,3.63
3.19841,HIP 77900 b,HIP 77900,,3319.0,,12.1,6674.396547,20.7,2507.0,,13646.0,,,,,,
3.11762,HATS-10 b,HATS-10,3.312846,0.04491,0.501,10.861521,167.17858,0.7,1407.0,836.8558,5880.0,0.117,1.101,1.105,0.15,4.392,3.3
3.1016,Kepler-229 b,Kepler-229,6.252972,0.062,0.0,2.2,5.48,2.83,823.0,76.217,5120.0,-0.53795,0.808,0.728,0.06,4.633,2.04
3.3766,Kepler-1977 b,Kepler-1977,4.53702121,0.0486,0.0,1.66,3.39,4.07,798.0,95.61,4805.0,-0.69414,0.769,0.688,-0.06,4.633,1.3
3.1323,Kepler-814 b,Kepler-814,6.1469851,0.0695,0.0,2.12,5.14,2.96,1164.0,935.124,6162.0,0.66937,1.15,1.22,0.01,4.33,3.02
3.11457,WASP-2 b,WASP-2,2.152175,0.03144,0.0054,12.116929,295.89973,0.914,1311.0,492.0,5180.0,-0.31336,0.895,0.866,0.12,4.514,8.2
3.12067,WASP-153 b,WASP-153,3.332609,0.048,0.009,17.37395,123.9537,0.15,1700.0,1400.0,5914.0,0.45958,1.336,1.73,0.34,4.1,4.0
3.2095,Kepler-1038 b,Kepler-1038,148.4603382,0.5238,0.0,3.53,12.2,1.52,285.0,1.512,5335.0,-0.362,0.87,0.83,-0.04,4.55,4.27
3.3338,Kepler-1802 c,Kepler-1802,33.13610077,0.1748,0.0,2.322,6.0,2.63,357.0,3.86,4245.0,-0.925,0.649,0.637,0.0,4.641,13.9
3.188,KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,,2.22,,6.91,38.19,0.636,,,,,0.22,,,,
3.3474,Kepler-341 e,Kepler-341,42.473269,0.242,0.0,1.99,4.62,3.22,539.0,25.667,6012.0,0.12721,0.976,1.024,0.07,4.437,9.12
3.445,Kepler-627 b,Kepler-627,40.6994443,0.22661,0.0,3.73,13.4,1.42,685.0,39.303,6424.0,0.38539,1.3,1.49,0.05,4.21,2.24
3.1394,Kepler-56 c,Kepler-56,21.40239,0.1652,0.0,9.8,181.0,1.06,1087.0,317.206,4840.0,0.90455,1.32,4.23,0.2,3.31,3.5
3.18729,OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,3.0,,4.18,16.3,1.23,,,,,0.63,,,,
3.13688,TOI-778 b,TOI-778,4.633611,0.06,0.21,15.4,878.0,1.3,1561.0,734.672,6643.0,0.76042,1.4,1.71,0.0,4.05,1.95
3.1242,bet Pic c,bet Pic,1192.77951,2.68,0.314,12.5,3222.46221857,9.07,1250.0,,8038.68,0.95282,1.795,1.54416,-0.21,4.35072,0.0165
3.11645,Kepler-97 c,Kepler-97,789.0,,,,344.0,,,,5779.0,-0.02505,0.94,0.98,-0.2,4.43,8.42
3.11161,HD 171238 b,HD 171238,1515.0,2.518,0.358,12.5,2796.8899816,7.87,,,5467.0,-0.20273,0.92,1.01,0.2,4.43,7.0
3.10206,K2-176 b,K2-176,5.329439,,,1.49090097,2.83,4.69,,,5428.0,-0.34794,0.938545,0.86416,0.15,4.63,
3.9398,Kepler-595 c,Kepler-595,12.38602,0.0983,0.0,1.009,3.3,6.9,679.0,50.23,5138.5,-0.34768,0.93,0.821,0.406,4.54,2.7
3.10923,55 Cnc d,55 Cnc,5574.2,5.957,0.13,13.0,1232.493,3.08,,,5172.0,-0.19695,0.905,0.943,0.35,4.43,5.5
3.12847,HD 137496 c,HD 137496,479.9,1.2163,0.477,12.6,2434.56559762,6.69,370.0,,5799.0,0.36633,1.04,1.59,-0.03,4.05,8.3
3.12224,WASP-145 A b,WASP-145 A,1.7690381,0.0261,0.0,10.0881,282.8687,1.6,1200.0,313.4012,4900.0,-0.68352,0.76,0.68,-0.04,4.65,6.99
3.796,Kepler-737 b,Kepler-737,28.59915399,0.1422,0.0,1.96,4.5,3.28,298.0,2.297,3813.0,-1.30149,0.51,0.48,-0.24,4.77,3.89
3.16495,TOI-3785 b,TOI-3785,4.6747373,0.043,0.11,5.14,14.95,0.61,582.0,19.1,3576.0,-1.43533,0.52,0.5,0.099,4.747,8.0
3.12658,NGTS-13 b,NGTS-13,4.119027,0.0549,0.086,12.800678,1538.2972,4.02,1605.0,1096.0,5819.0,0.5172,1.3,1.788,0.25,4.04,4.23
3.2411,Kepler-1175 b,Kepler-1175,37.94563,0.2181,0.0,2.99,9.22,1.9,515.0,12.938,5453.0,-0.3398,0.9,0.86,-0.04,4.53,4.17
3.11087,HD 130322 b,HD 130322,10.70871,0.0925,0.029,13.7,365.49,0.781,720.0,,5387.0,-0.23544,0.92,0.85,-0.02,4.52,0.35
3.13266,TOI-244 b,TOI-244,7.397225,0.0559,,1.52,2.68,4.2,458.0,7.3,3433.0,-1.64264,0.428,0.426,-0.39,4.66,7.0
3.11561,HD 40307 g,HD 40307,197.8,0.6,0.29,2.56,7.1,2.33,255.0,,4956.0,-0.639,0.77,0.716684,-0.31,4.47,4.5
3.1106,HD 113538 b,HD 113538,663.2,1.24,0.14,13.2,114.41,0.273,,,4462.0,-1.04576,0.585,0.53,-0.24,3.79,4.3
3.2317,Kepler-1138 b,Kepler-1138,3.17060005,0.0415,0.0,1.7,3.53,3.95,1080.0,245.904,5582.0,-0.33299,0.95,0.92,0.04,4.49,4.37
3.13166,HIP 21152 b,HIP 21152,22000.0,17.0,0.36,12.0,7627.881768,24.3,1300.0,,6655.0,0.63565,1.4,1.59186,0.13,4.3,0.65
3.908,K2-77 b,K2-77,8.2000844,0.0753,0.29,2.4996027,603.877,,806.0,58.0,5160.0,-0.39686,0.847,0.792,0.13,4.569,4.7
3.12379,Gl 49 b,Gl 49,13.8508,0.0905,0.363,2.24,5.63,2.75,,,3805.0,-1.30645,0.515,0.511,0.13,4.69,
3.11781,K2-9 b,K2-9,18.4498,0.091,,2.25,5.69,2.74,314.0,1.36,3390.0,-1.92082,0.3,0.31,-0.25,4.816,1.0
3.12309,PDS 70 b,PDS 70,43500.0,20.0,0.19,30.48848,953.49,0.185,1204.0,,3972.0,-0.45593,0.76,1.26,-0.11,3.68,0.0054
3.15155,TOI-2416 b,TOI-2416,8.275479,0.0831,0.32,9.86390302,953.485221,5.4,1080.0,130.93,5808.0,0.197,1.118,1.236,0.32,4.303,4.9
3.16247,TOI-3523 A b,TOI-3523 A,2.30458952,0.03559,0.047,15.9727975,435.42491759,0.587,1984.0,2590.0,6450.0,0.51455,1.131,1.448,-0.366,4.171,4.3
3.17915,TOI-5344 b,TOI-5344,3.792622,0.04041,0.054,10.60369574,130.94530368,0.604,689.0,38.0,3747.0,-1.21254,0.612,0.588,0.425,4.686,10.9
3.1254,Kepler-843 b,Kepler-843,2.053879821,0.0313,0.0,2.59,7.22,2.28,1523.0,890.333,5830.0,-0.04723,1.02,1.03,0.05,4.42,4.17
3.15124,TOI-2382 b,TOI-2382,4.6612061,0.059,0.18,12.25141591,235.19302118,0.68,1426.0,689.0,6033.0,0.37967,1.26,1.417,0.249,4.235,3.1
3.14778,TOI-2010 b,TOI-2010,141.834025,0.5516,0.212,11.81426566,408.7273314,1.36,400.2,4.09,5929.0,0.11361,1.112,1.079,0.168,4.417,1.9
3.175,Kepler-249 b,Kepler-249,3.306539,0.035,0.0,1.09,1.32,5.6,554.0,24.26,3568.0,-1.49485,0.510238,0.482,-0.34,4.777,3.86
3.11974,WASP-136 b,WASP-136,5.215357,0.0661,0.0,15.46842,479.9233,0.773,1742.0,1843.4633,6260.0,0.82265,1.41,2.21,-0.18,3.9,3.62
3.11074,HD 11977 b,HD 11977,711.0,1.93,0.4,12.7,2080.0,5.58,,,4970.0,1.83858,1.91,10.09,-0.21,2.9,1.2
3.1104,HD 102272 b,HD 102272,127.58,0.51,0.05,12.9,1570.0802,4.02,,,4790.0,1.66167,1.45,10.3,-0.41,2.58,
3.11718,TYC 1422-614-1 c,TYC 1422-614-1,559.3,1.37,0.048,12.5,3178.0,8.94,,,4806.0,1.35,1.15,6.85,-0.2,2.85,5.89
3.4111,Kepler-1949 b,Kepler-1949,2.208280087,0.0352,0.0,2.21964541,5.56,2.79,1709.0,2016.25,6028.0,0.7131,1.194,1.454,0.14,4.189,
3.9212,K2-349 b,K2-349,9.032178,,,1.38,2.48,5.19,518.0,,4385.0,-0.36582,0.54,0.49,-0.66,4.78,
3.1257,GJ 2056 b,GJ 2056,69.971,0.283,0.72,4.17,16.2,1.23,,,4069.95,-0.90505,0.62,0.709495,,4.48062,
3.5078,Kepler-1496 b,Kepler-1496,64.6588017,0.3211,0.0,2.22,5.56,2.79,535.0,18.383,6182.0,0.3041,1.18,1.27,0.05,4.29,2.95
3.3762,Kepler-1910 b,Kepler-1910,5.688769817,0.0536,0.0,1.184,1.78,5.89,645.0,40.88,4234.0,-0.927,0.636,0.639,-0.02,4.63,13.9
3.11085,HD 128311 c,HD 128311,921.538,1.74,0.159,13.0,1204.25787,3.01,,,4965.0,-0.5116,0.828,0.76,0.08,4.61,0.96
3.267,Kepler-1655 b,Kepler-1655,11.8728787,0.1029,0.19,2.213,5.4,2.72,938.0,129.1,6148.0,0.14315,1.03,1.03,-0.24,4.416,2.56
3.4277,Kepler-1954 b,Kepler-1954,5.883430004,0.0625,0.0,1.80235934,3.9,3.66,949.0,192.09,5840.0,0.04503,0.942,0.849,-0.24,4.553,
3.9,HAT-P-11 b,HAT-P-11,4.888,0.05258,0.251,4.36,25.0,1.172,838.0,100.77,4653.0,-0.56702,0.811,0.683,0.31,4.663,2.69
3.11172,HD 181342 b,HD 181342,564.1,1.592,0.022,13.2,807.2882,1.93,,,4945.0,1.07918,1.69,4.71,0.26,3.28,1.8
3.2259,Kepler-362 c,Kepler-362,37.866281,0.207,0.0,1.45,2.7,4.87,543.0,36.667,5788.0,0.20872,0.904,0.722,-0.12,4.639,12.88
3.13068,TOI-1442 b,TOI-1442,0.4090677,0.0071,,1.17,1.71,5.87,1072.0,207.0242,3330.0,-1.97722,0.29,0.31,,4.92,
3.3333,Kepler-366 c,Kepler-366,12.51616,0.11,0.0,1.79,3.86,3.7,848.0,286.6,6209.0,0.57277,1.088,1.048,-0.06,4.452,6.61
3.10248,K2-204 b,K2-204,7.055908,0.0738,0.28,3.17214154,10.2,1.76,1148.0,,5783.0,0.19866,1.076,1.253,0.21,4.273,6.5
3.14306,TOI-1453 c,TOI-1453,6.5886982,,0.0,2.224,2.95,1.472135,819.8,75.3,4975.0,-0.57539,0.715,0.72,-0.31,4.576,12.0
3.3445,Kepler-416 d,Kepler-416,3.07644709,0.0407,0.0,1.61,3.22,4.24,1253.0,583.25,5670.0,0.02791,0.949,1.022,0.06,4.397,2.69
3.2797,KOI-2513.01,KOI-2513,19.00547,0.5,0.36,2.80224517,7310.053361,2000.0,758.0,78.19,5900.0,0.197,0.91,1.2,-0.37,4.3,8.0
3.1215,K2-233 d,K2-233,24.3681,0.1516,0.18,2.363,10.3,4.3,525.0,12.7,4796.0,-0.52288,0.79,0.71,-0.082,4.53,0.36
3.12633,WASP-187 b,WASP-187,5.147878,0.0653,0.0,18.38276,254.264,0.224,1760.0,1594.76,6150.0,0.96727,1.54,2.83,0.0,3.722,2.55
3.11587,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,,2.72,,14.2,170.0,0.326,,,,,0.26,,,,
3.8976,K2-367 b,K2-367,20.645099,,,2.413,6.41,2.51,,,4348.0,-0.85399,0.756,0.625,-0.351,4.726,
3.18534,HD 191939 g,HD 191939,284.0,0.812,0.03,3.74,13.5,1.42,278.0,0.99,5348.0,-0.18709,0.81,0.94,-0.15,4.3,8.7
3.12798,K2-358 b,K2-358,11.2510285,0.0863,,2.68,7.65,2.18,888.0,,5650.0,-0.16134,0.93,0.91,-0.07,4.49,
3.9225,K2-191 b,K2-191,2.858646,,,1.57889322,3.12,4.36,,,5176.0,-0.34502,0.900994,0.839696,0.31,4.57,
3.4154,Kepler-1587 b,Kepler-1587,9.4060467,0.08747,0.0,1.33,2.33,5.44,981.0,254.701,5933.0,0.32586,1.08,1.22,0.07,4.3,5.01
3.11552,eps CrB b,eps CrB,417.9,1.3,0.11,12.7,2129.461,5.71,,,4406.0,2.23521,1.7,21.0,-0.094,1.94,1.74
3.9152,K2-336 b,K2-336,21.194733,,,1.22,1.98,5.99,569.0,,5424.0,-0.34534,0.86,0.8,-0.17,4.56,
3.102,EPIC 201595106 b,EPIC 201595106,0.87724,0.0177,0.0,1.565,7.67,11.1,2038.0,2852.0,5679.0,-0.04915,0.958,0.98,0.01,4.435,6.0
3.3613,Kepler-1398 c,Kepler-1398,4.13827595,0.05087,0.0,1.03,1.08,5.43,1324.0,738.183,6126.0,0.31211,1.13,1.18,0.01,4.34,3.09
3.2713,Kepler-1237 b,Kepler-1237,84.5733226,0.3778,0.0,2.86,8.55,2.01,366.0,4.042,5472.0,-0.25798,0.94,0.9,0.12,4.5,4.57
3.12423,WASP-169 b,WASP-169,5.6114118,0.0681,0.0,14.616536,178.30263,0.33,1604.0,1486.8579,6110.0,0.78882,1.337,2.011,0.06,3.958,3.802
3.19643,HD 110067 f,HD 110067,41.05854,0.2163,,2.601,5.04,1.57,489.0,,5266.0,-0.36224,0.798,0.788,-0.2,4.54,8.1
3.11548,HAT-P-38 b,HAT-P-38,4.640382,0.0523,0.067,9.247,84.857,0.59,1082.0,243.0337,5330.0,-0.208,0.886,0.923,0.06,4.45,10.1
3.11773,WASP-83 b,WASP-83,4.971252,0.059,0.0,11.65736,95.349,0.35,1120.0,238.875,5510.0,-0.04966,1.11,1.05,0.29,4.44,5.0
3.8949,K2-55 b,K2-55,2.849271,0.03486,0.07,4.43,44.0,2.8,900.0,141.3,4300.0,-0.78432,0.688,0.715,0.376,4.566,
3.1226,HD 13167 b,HD 13167,2613.0,4.1,0.563,13.1,1052.0173,2.57,,,5671.0,0.96025,1.35,2.39,0.19,3.72,
3.12195,K2-255 b,K2-255,1.96417,0.0274,,2.9,8.75,1.97,1034.0,,4676.0,-0.79022,0.71,0.69,-0.14,4.62,
3.2447,Kepler-1678 b,Kepler-1678,147.974,0.5302,0.0,3.30422249,10.9,1.66,329.0,2.78,5754.0,-0.16208,1.03,0.834976,0.0,4.60756,0.3
3.3279,Kepler-260 c,Kepler-260,76.050178,0.332,0.0,1.74,3.68,3.84,372.0,6.775,5250.0,-0.09198,1.013,0.862,0.29,4.494,1.15
3.143,Kepler-41 b,Kepler-41,1.8555582,0.03101,0.0,14.46,177.98,0.33,1790.0,2036.749,5750.0,0.26161,1.15,1.29,0.38,4.278,4.4
3.11605,GJ 667 C e,GJ 667 C,62.24,0.213,0.02,1.45,2.7,4.87,,,3350.0,-1.863,0.33,,-0.55,4.69,2.0
3.11641,Kepler-94 c,Kepler-94,820.3,1.596806621,0.345931,12.5,3126.0,8.79,,,4781.0,-0.61348,0.81,0.76,0.34,4.59,1.41
3.1719,Kepler-164 d,Kepler-164,28.986769,0.187,0.0,2.45,6.57,2.45,637.0,35.89,5888.0,0.11291,1.036,1.148,0.0,4.331,0.62
3.11022,HAT-P-37 b,HAT-P-37,2.797436,0.0379,0.058,13.204,371.528,0.89,1271.0,412.3914,5500.0,-0.208,0.929,0.877,0.03,4.52,3.6
3.11649,WASP-103 b,WASP-103,0.925542,0.01985,0.0,17.127,473.547,0.55,2508.0,,6110.0,0.413,1.22,1.436,0.06,4.22,4.0
3.3726,Kepler-431 c,Kepler-431,8.703,0.0847,0.0,0.668,0.229,4.22,951.0,415.545,6004.0,0.49839,1.071,1.092,0.07,4.4,4.34
3.231,Kepler-478 b,Kepler-478,13.2217576,0.1032,0.0,2.71,7.8,2.15,640.0,39.56,5210.0,-0.371,0.85,0.8,-0.03,4.56,4.9
3.18722,KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,,3.02,,2.0,4.67,3.21,,,,,0.74,,,,
3.3778,Kepler-140 c,Kepler-140,91.353282,0.414,0.0,1.8,3.89,3.67,428.0,9.957,6077.0,0.25061,1.044,1.288,-0.039,4.272,0.88
3.634,Kepler-247 c,Kepler-247,9.439452,0.084,0.0,4.09,15.7,1.26,686.0,53.899,5100.0,-0.42165,0.887,0.768,0.3,4.608,2.14
3.804,Kepler-32 b,Kepler-32,5.90124,0.05,0.0,2.2,1303.0,0.46,514.0,22.025,3900.0,-1.29243,0.58,0.53,0.0,4.64,5.6
3.18781,TIC 279401253 b,TIC 279401253,76.8,0.369,0.448,11.2089807,1951.46641898,7.61,,,5951.0,0.09691,1.13,1.06,0.2,4.438,1.2
3.2067,Kepler-1015 b,Kepler-1015,16.00494214,0.1345,0.0,3.55,12.3,1.51,1040.0,172.112,6769.0,0.55886,1.49,1.81,0.06,4.09,1.58
3.2424,Kepler-1818 b,Kepler-1818,4.644909859,0.055,0.0,1.71360684,3.58,3.91,1209.0,504.23,6047.0,0.261,1.021,1.129,-0.08,4.343,5.4
3.9242,K2-193 b,K2-193,14.786889,0.1184,,3.95,14.8,1.32,739.0,,5817.0,-0.07572,1.01,0.98,0.0,4.46,
3.2446,Kepler-1789 b,Kepler-1789,80.23190308,0.3543,0.0,2.83137505,8.4,2.03,380.0,4.91,5436.0,-0.23129,0.92,0.888,0.12,4.505,4.5
3.1141,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,2.8,,4.72,20.0,1.05,,,,,0.64,,,,
3.19218,HD 15906 c,HD 15906,21.583298,0.141,0.04,2.93,8.91,1.95,532.0,13.37,4757.0,-0.56864,0.79,0.762,0.02,4.49,
3.11341,HD 7924 b,HD 7924,5.39792,0.06,0.06,2.4,6.3566,2.53,825.9,113.7,5131.0,-0.40636,0.65,0.78,-0.21,4.46,0.88
3.19329,TOI-6109 b,TOI-6109,5.690476,0.0599,,4.8704,21.1,1.0,700.0,39.9451,5660.0,-0.05453,1.03,1.021,0.0895,4.45,0.075
3.11928,HD 133131 B b,HD 133131 B,5769.0,6.15,0.61,13.3,794.575,1.86,,,5805.0,-0.0092,0.93,0.989538,-0.281,4.41,9.7
3.1841,GJ 2030 b,GJ 2030,2.38129,0.034,0.239,2.03,4.76742611,3.13,,,5485.0,0.6123,0.96,2.24104,-0.4,3.71944,
3.11595,Kepler-19 c,Kepler-19,28.731,0.1765736996,0.21,3.68,13.1,1.44,,,5544.0,-0.16056,0.936,0.859,-0.08,4.51,1.9
3.11162,HD 17156 b,HD 17156,21.21663,0.16278,0.68,12.3299,1115.5833,3.78,883.0,18.9464,6040.0,0.39,1.41,1.55,0.19,4.2,3.37
3.13034,HD 79181 b,HD 79181,273.1,0.9,0.259,14.1,203.41018048,0.399,,,4862.0,1.78965,1.28,11.06,-0.28,2.45,
3.13773,TOI-871 b,TOI-871,14.362565,0.1054,,1.664,3.41,4.07,621.0,24.78,4929.0,-0.56004,0.758,0.719,-0.07,4.604,5.9
3.11881,WASP-124 b,WASP-124,3.37265,0.0449,0.017,13.89916,190.698,0.43,1400.0,748.0,6050.0,0.14934,1.07,1.02,-0.02,4.44,2.1
3.1305,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,1.064,,2.37,6.228,2.57,,,,,0.195,,,,
3.11351,HD 85390 b,HD 85390,799.52,1.373,0.5,6.16,31.46517,0.74,,,5186.0,-0.36653,0.758,0.8,-0.07,4.41,7.2
3.403,Kepler-1727 b,Kepler-1727,9.029299736,0.0796,0.0,3.17321625,10.2,1.75,757.0,77.75,5349.0,-0.25065,0.824,0.82,-0.12,4.526,9.7
3.5786,Kepler-1649 b,Kepler-1649,8.689099,0.0514,0.0,1.017,1.03,5.38,307.0,2.208,3240.0,-2.28735,0.1977,0.2317,-0.15,5.004,
3.14115,TOI-1238 c,TOI-1238,3.294736,0.037,0.15,2.11,8.32,4.9,695.0,63.0,4089.0,-1.08249,0.59,0.58,0.31,4.63,0.8
3.11687,Kapteyn c,Kapteyn,121.54,0.311,0.23,2.54,7.0,2.35,,,3550.0,-1.79289,0.281,0.291,-0.89,4.92351,
3.7303,Kepler-1518 c,Kepler-1518,9.6310258,0.0905,0.0,2.9,8.75,1.97,1094.0,338.33,6432.0,0.69092,1.06,1.345,-0.34,4.207,1.48
3.19838,ITG 15 b,ITG 15 A,,435.0,,12.1,6674.396547,20.7,2601.0,,,,,,,,
3.2661,Kepler-1218 b,Kepler-1218,22.9221266,0.15698,0.0,1.44,2.67,4.91,684.0,84.83,5986.0,0.36296,1.06,1.1,-0.02,4.38,3.8
3.11712,KIC 10001893 d,KIC 10001893,0.81161,,,,,,,,27500.0,1.43069,0.47,0.18,-0.093,5.35,
