objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age
3.1078,Kepler-767 b,Kepler-767,161.5280101,0.5874,0.0,6.64,35.7,0.67,366.0,9.365,5694.0,0.47562,0.96,0.94,-0.05,4.48,4.07
3.1203,HD 27894 d,HD 27894,5019.54244,5.362,0.343,12.7,2063.65984665,5.54,,,4875.0,-0.449,0.81,0.891767,0.3,4.22,3.9
3.15712,TOI-2986 b,TOI-2986,3.2783662,0.04489,0.14,9.292245,96.61983573,0.66,1622.0,1156.0,5906.0,0.36773,1.122,1.458,0.095,4.165,6.3
3.3835,Kepler-1541 b,Kepler-1541,8.40691199,0.07555,0.0,1.16,1.65,5.81,1048.0,75.56,5282.0,-0.33627,0.86,0.81,-0.04,4.56,4.47
3.9089,K2-83 b,K2-83,2.74697,0.03014,0.07,1.244,2.08,5.94,,41.5,3910.0,-1.20362,0.484,0.424,,4.863,
3.11957,2MASS J22362452+4751425 b,2MASS J22362452+4751425,,230.0,,12.3,3972.875,11.7,,,4045.0,-1.02143,0.6,0.641152,,4.62349,0.12
3.327,Kepler-531 b,Kepler-531,29.88485741,0.17446,0.0,2.78,8.15,2.08,453.0,10.007,4893.0,-0.55216,0.78,0.75,-0.03,4.58,7.76
3.12756,HAT-P-63 b,HAT-P-63,3.377728,0.04294,0.069,12.5428494,195.1466419,0.54,1237.0,387.4,5400.0,-0.1463,0.925,0.9661,0.251,4.435,9.0
3.2432,Kepler-1182 b,Kepler-1182,11.17394617,0.0981,0.0,2.41,6.39,2.51,796.0,197.882,5924.0,0.25605,1.04,1.05,0.01,4.41,3.39
3.13622,TOI-700 e,TOI-700,27.80978,0.134,0.059,0.953,0.818,5.19,272.9,1.27,3459.0,-1.64016,0.415,0.421,-0.07,4.809,1.5
3.73,Kepler-727 b,Kepler-727,5.154484417,0.0546,0.0,2.53,6.94,2.35,964.0,176.685,5441.0,-0.3172,0.89,0.86,-0.01,4.53,4.79
3.11599,KELT-3 b,KELT-3,2.70339,0.04123,0.0,17.48604,616.5902,0.75,1816.0,1704.57,6304.0,0.62523,1.96,1.7,0.05,4.2,3.0
3.1637,Kepler-892 b,Kepler-892,13.7521072,0.1015,0.0,2.81,8.3,2.06,556.0,18.196,4747.0,-0.73492,0.75,0.72,-0.04,4.61,5.01
3.381,Kepler-1990 c,Kepler-1990,4.06844957,0.0504,0.0,0.98,0.904,5.28,1170.0,442.08,5751.0,0.11702,1.028,1.071,0.21,4.391,2.5
3.3041,Kepler-1688 b,Kepler-1688,5.62012,0.0577,0.0,1.26174569,2.13,5.83,772.0,84.01,4632.11,-0.636,0.814,0.746,-0.046,4.6,14.0
3.2592,Kepler-1191 b,Kepler-1191,5.60014851,0.0587,0.0,1.51,2.89,4.61,952.0,167.184,5308.0,-0.22611,0.85,0.81,-0.08,4.56,4.57
3.3618,Kepler-1891 b,Kepler-1891,4.02229023,0.0473,0.0,1.52139156,2.93,4.57,1017.0,253.28,5516.0,-0.23134,0.873,0.827,-0.14,4.544,3.7
3.526,Kepler-328 b,Kepler-328,34.921,0.2199,0.0,2.3,28.5,7.8,602.0,57.079,6064.0,0.44013,1.15,1.06,0.08,4.44,2.57
3.12605,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,,3.31,,3.19,10.28,1.74,,,,,0.76,,,,
3.1533,Kepler-876 b,Kepler-876,5.14438011,0.0549,0.0,1.43,2.63,4.94,923.0,152.746,5060.0,-0.33828,0.81,0.77,-0.03,4.58,5.25
3.17265,TOI-4638.01,TOI-4638,10.283918787,0.093013,,2.933,8.92,1.94,779.83,87.81,5700.0,-0.11858,1.02,0.895,,4.54131,
3.2045,MOA-2022-BLG-091L b,MOA-2022-BLG-091L,,3.44,,13.0,1141.00398113,2.85,,,,,0.75,,,,
3.308,Kepler-511 c,Kepler-511,26.62949944,0.17177,0.0,4.20964327,16.5,1.22,742.0,101.6,5866.0,0.49754,0.958,1.417,-0.2,4.117,9.12
3.3061,Kepler-1337 b,Kepler-1337,24.4002549,0.1441,0.0,2.41,6.39,2.51,437.0,9.183,4523.0,-0.74221,0.7,0.67,-0.09,4.64,4.27
3.18646,KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,,1.15,,5.02,22.24798849,0.966,,,,,0.14,,,,
3.9273,K2-198 b,K2-198,17.0428683,,,4.189,16.3,1.22,715.8,,5212.9,-0.40084,0.799,0.757,0.094,4.5962,
3.11344,HD 81040 b,HD 81040,1002.7,1.946,0.525,12.6,2301.07766668,6.32,,,5755.0,-0.07676,0.99,0.91,-0.04,4.54,1.79
3.4913,Kepler-1456 b,Kepler-1456,18.1373829,0.1132,0.0,1.14,1.55,5.75,433.0,8.234,4231.0,-0.957,0.64,0.62,-0.09,4.67,3.72
3.12491,GJ 1252 b,GJ 1252,0.5182331,0.00915,0.0,1.193,1.32,4.2,1089.0,233.0,3458.0,-1.70774,0.381,0.391,0.1,4.88693,3.9
3.3317,Kepler-357 b,Kepler-357,6.475434,0.063,0.0,1.84,4.04,3.56,793.0,69.57,5036.0,-0.55635,0.794,0.834,0.06,4.503,2.14
3.179,Kepler-224 b,Kepler-224,3.132924,0.038,0.0,1.39,2.51,5.14,937.0,201.489,5018.0,-0.51445,0.777,0.676,-0.06,4.639,2.29
3.5014,Kepler-1997 b,Kepler-1997,26.7575866,0.1815,0.0,2.28,5.82,2.7,660.0,44.86,6215.0,0.13162,1.111,1.052,-0.06,4.44,
3.12045,WASP-107 b,WASP-107,5.7214742,0.055,0.06,10.53646,30.5,0.134,736.0,51.0,4425.0,-0.87943,0.683,0.67,0.02,4.633,3.4
3.12768,TOI-1062 c,TOI-1062,7.972,0.08,0.14,3.1,9.78,1.8,859.0,95.0,5328.0,-0.27446,0.94,0.84,0.14,4.55,2.5
3.3159,Kepler-1366 b,Kepler-1366,2.164570968,0.0273,0.0,1.43,2.63,4.94,783.0,134.981,4070.0,-0.99602,0.62,0.6,-0.02,4.68,3.98
3.1257,Kepler-296 c,Kepler-296,5.8416366,0.0521,0.33,2.0,4.66,1.2,606.0,14.8,3740.0,-1.50864,0.498,0.48,-0.08,4.774,4.2
3.18223,TOI-5678 b,TOI-5678,47.73022,0.249,0.14,4.91,20.0,0.928,513.0,3.8369,5485.0,-0.13069,0.905,0.938,0.0,4.34,8.5
3.1704,Kepler-23 d,Kepler-23,15.27,0.12012,0.01,2.206,4.44,2.260583,896.0,161.038,5828.0,0.39783,1.078,1.548,-0.112,4.09,9.12
3.4218,Kepler-1593 b,Kepler-1593,174.509835,0.55494,0.0,3.17,10.2,1.76,260.0,0.889,4995.0,-0.652,0.81,0.77,0.02,4.59,3.63
3.13814,LHS 475 b,LHS 475,2.029088,0.02037,0.0,0.991,0.941,5.31,586.0,20.8,3300.0,-2.06449,0.262,0.2789,,5.0,
3.11234,HD 217107 c,HD 217107,4270.0,5.32,0.517,13.2,826.32,1.97,,,5575.0,0.09754,0.98,1.19931,0.28,4.27143,5.84
3.5143,Kepler-1510 b,Kepler-1510,84.703921,0.4089,0.0,3.36,11.2,1.62,537.0,14.036,6200.0,0.37703,1.19,1.28,0.04,4.29,2.75
3.442,Kepler-625 b,Kepler-625,7.75192492,0.08137,0.0,1.99,4.62,3.22,852.0,407.833,5789.0,0.40647,1.04,0.96,0.1,4.49,1.51
3.14943,TOI-2196 b,TOI-2196,1.1947268,0.02234,0.0,3.51,26.0,3.31,1860.0,2000.0,5634.0,-0.00436,1.032,1.043,0.14,4.42,4.5
3.2372,Kepler-1814 b,Kepler-1814,2.935359955,0.03765,0.0,2.36961357,6.21,2.56,1022.0,216.9,4922.0,-0.50574,0.79,0.823,0.2,4.505,2.82
3.11321,HD 66428 b,HD 66428,2269.81726,3.395,0.471,12.4,3478.94974302,10.0,,,5716.0,0.09579,1.01,1.13,0.23,4.33,3.515
3.2946,Kepler-1302 b,Kepler-1302,8.83922659,0.0795,0.0,1.43,2.63,4.94,778.0,58.344,5236.0,-0.46714,0.86,0.82,0.04,4.55,4.68
3.11372,HD 98219 b,HD 98219,433.8,1.26,0.079,13.4,624.21812,1.43,,,4925.0,1.04922,1.41,4.6,-0.02,3.36,4.0
3.12058,K2-129 b,K2-129,8.239493,0.057,0.13,1.04,1.12,5.47,,4.5,3459.09,-1.82842,0.360031,0.36001,,4.86815,
3.2044,Kepler-977 b,Kepler-977,26.85328322,0.162,0.0,2.62,7.37,2.25,544.0,13.955,5315.0,-0.47627,0.87,0.83,-0.01,4.55,4.57
3.13067,TOI-1411 b,TOI-1411,1.4520527,0.02122,0.0,1.19880592,2.0,6.36,976.4,266.85,4115.0,-1.01323,0.6045,0.614,0.012,4.64,9.6
3.2225,Kepler-1004 b,Kepler-1004,5.28789787,0.06791,0.0,6.28,32.5,0.721,1661.0,1610.087,4972.0,0.71341,1.11,3.39,-0.04,3.43,7.76
3.10767,K2-380 b,K2-380,9.401312,,,2.729,7.89,2.13,,,5911.0,0.20189,0.993,1.32,-0.049,4.194,
3.12034,TYC 4282-00605-1 b,TYC 4282-00605-1,101.54,0.422,0.28,12.4,3426.2074,9.87,,,4300.0,1.91,0.97,16.21,-0.07,2.0,10.1
3.1459,Kepler-785 b,Kepler-785,1.973760926,0.025,0.0,13.02,,,753.0,163.862,4739.0,-0.68251,0.77,0.71,-0.02,4.62,2.82
3.12745,GJ 393 b,GJ 393,7.02679,0.05402,,1.17,1.71,5.87,485.0,9.21,3579.0,-1.57073,0.426,0.426,-0.09,4.88,
3.1008,Kepler-165 c,Kepler-165,15.31299,0.11,0.0,2.23,5.6,2.77,581.0,25.931,5211.0,-0.4723,0.746,0.77,-0.25,4.542,10.5
3.3972,Kepler-1178 b,Kepler-1178,31.80634,0.1596,0.0,1.07,1.24,5.56,378.0,23.237,4990.0,-0.27723,0.8,0.75,-0.05,4.59,4.68
3.12776,KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,,0.79,,12.6,2447.2787339,6.72,,,,,0.09,,,,
3.12619,EPIC 201170410.02,EPIC 201170410,6.7987,0.0349,0.0,1.047,1.15,5.51,,,3648.0,-1.9,0.287,0.282,-0.048,4.999,
3.5091,Kepler-1500 b,Kepler-1500,15.0330105,0.1236,0.0,1.2,1.87,5.95,928.0,131.818,5845.0,0.27456,1.0,1.0,-0.05,4.44,4.07
3.4526,Kepler-1911 b,Kepler-1911,5.990799904,0.0636,0.0,1.011,1.01,5.37,987.0,223.93,5721.0,-0.07794,0.954,0.972,0.0,4.442,
3.1296,K2-407 b,K2-407,4.941907,,,1.283,2.19,5.7,,,5563.0,-0.12724,0.881,0.927,0.014,4.45,
3.2311,Kepler-371 b,Kepler-371,34.763278,0.2,0.0,1.89,4.23,3.44,554.0,41.737,5666.0,0.24392,0.876,0.992,-0.1975,4.39,12.88
3.1213,K2-155 d,K2-155,40.718,0.1937,,1.9,4.27,3.42,381.0,1.67,4258.0,-1.22915,0.65,0.58,-0.3,4.6,
3.15749,TOI-3023 b,TOI-3023,3.9014971,0.0505,0.0,16.43236571,197.05361234,0.245,1596.0,1084.0,5760.0,0.44404,1.12,1.668,0.085,4.048,7.0
3.9169,K2-340 b,K2-340,29.740451,,,3.36,11.2,1.62,606.0,,5532.0,-0.00232,0.93,1.13,0.08,4.3,
3.3244,Kepler-46 d,Kepler-46,6.766589,0.067,0.0,1.64,3.33,4.15,845.0,92.346,5309.0,-0.255,0.883,0.79,0.17,4.583,2.34
3.11136,HD 158038 b,HD 158038,521.0,1.5,0.29,13.5,486.2799,1.09,,,4860.0,1.07555,1.3,4.5,0.19,3.24,2.5
3.20429,TIC 434398831 b,TIC 434398831,3.685504,0.04641,0.04,3.51,12.1,1.54,1250.0,,5638.0,-0.14351,0.992,0.909,-0.081,4.42,0.061
3.11755,Kepler-432 c,Kepler-432,406.2,,0.498,13.3,772.3269,1.8,,,4995.0,0.92561,1.32,4.06,-0.07,3.345,4.2
3.20464,HD 224018 b,HD 224018,10.6413,0.0952,0.06,0.91,4.1,17.1,968.0,,5784.0,0.12385,1.013,1.147,0.05,4.32,7.0
3.1234,HD 102843 b,HD 102843,3090.942,4.074,0.11,13.1,113.9,0.278,,,5436.0,-0.13814,0.95,0.961488,0.16,4.45935,
3.3054,Kepler-1334 b,Kepler-1334,15.64591713,0.1229,0.0,2.29,5.86,2.68,710.0,78.355,5614.0,0.0276,0.94,0.91,-0.03,4.5,4.27
3.12308,Gl 378 b,Gl 378,3.822,0.039435,0.109,3.66,13.02,1.46,830.0,,3879.0,-1.22185,0.56,0.56,0.06,4.68513,
3.12211,HD 148164 c,HD 148164,5062.0,6.15,0.125,12.8,1640.0028,4.3,,,6032.0,0.33,1.21,1.34,0.24,4.1581,2.41
3.1153,HD 207832 b,HD 207832,160.07,0.586,0.197,14.2,177.9848,0.342,,,5726.0,-0.11,1.05,0.89,0.14,4.48,1.36
3.4252,Kepler-1598 b,Kepler-1598,4.34195123,0.05207,0.0,0.95,0.809,5.18,1236.0,308.46,5940.0,-0.03931,1.07,1.09,0.04,4.39,3.8
3.24,Kepler-480 b,Kepler-480,4.919583795,0.06024,0.0,2.78,8.15,2.08,1312.0,764.078,6322.0,0.47779,1.25,1.34,0.11,4.28,2.34
3.11254,HD 28185 b,HD 28185,385.52775,1.035,0.055,12.8,1855.16441166,4.86,,,5662.0,0.01603,0.99,1.03,0.2272,4.42,7.5
3.10275,K2-224 b,K2-224,4.47904,0.0516,,1.56,3.05,4.41,1002.0,,5620.0,-0.24102,0.91,0.84,-0.19,4.55,
3.11429,tau Boo b,tau Boo,3.3124568,0.049,0.011,12.8,1891.0,4.95,,,6466.27,0.50548,1.32,1.42588,0.2642,4.25047,2.0
3.772,Kepler-256 c,Kepler-256,3.38802,0.045,0.0,2.15,5.27,2.91,1315.0,457.066,5551.0,-0.0591,1.037,1.301,0.26,4.223,1.82
3.2452,Kepler-1066 b,Kepler-1066,1.931559839,0.0298,0.0,2.36,6.17,2.58,1290.0,710.019,5762.0,-0.18995,0.98,0.98,-0.03,4.45,3.8
3.4937,Kepler-1464 b,Kepler-1464,31.7785901,0.20066,0.0,1.66,3.39,4.07,564.0,89.473,5828.0,0.42978,1.02,1.01,0.03,4.44,3.89
3.7201,Kepler-1644 b,Kepler-1644,21.0907758,0.142,0.0,1.88,4.19,3.47,606.0,31.86,5499.0,-0.215,0.89,0.86,-0.1,4.53,4.27
3.1118,HD 187085 b,HD 187085,1019.74,2.1,0.251,13.9,265.70588,0.544,,,6117.0,2.13,1.189,1.27,0.12,4.279,2.747
3.2635,Kepler-1209 b,Kepler-1209,25.369116,0.17515,0.0,1.51,2.89,4.61,755.0,63.246,6210.0,0.34256,1.23,1.38,0.12,4.24,3.09
3.4239,Kepler-1953 b,Kepler-1953,6.245659828,0.0607,0.0,1.28574667,2.2,5.69,731.0,67.62,4858.0,-0.62962,0.786,0.707,-0.02,4.622,
3.1051,Kepler-262 c,Kepler-262,21.853722,0.152,0.0,1.64,3.33,4.15,618.0,25.26,5841.0,-0.13988,0.816,0.881,-0.3382,4.541,3.55
3.14621,TOI-1811 b,TOI-1811,3.7130765,0.04389,0.052,11.14172682,308.9292116,1.23,962.2,55.9743,4766.0,-0.56019,0.817,0.769,0.306,4.579,5.9
3.2688,Kepler-384 b,Kepler-384,22.597053,0.148,0.0,1.12,1.46,5.71,670.0,101.549,5577.0,0.39588,0.882,0.882,-0.29,4.475,12.88
3.267,Kepler-1221 b,Kepler-1221,12.00096042,0.0906,0.0,1.88,4.19,3.47,632.0,37.81,5194.0,-0.355,0.87,0.82,0.09,4.55,4.57
3.2151,Kepler-1012 b,Kepler-1012,5.50860439,0.06066,0.0,1.29,2.21,5.66,934.0,191.811,5556.0,-0.19399,0.95,0.91,0.05,4.5,3.72
3.2747,Kepler-1249 b,Kepler-1249,24.3347127,0.167,0.0,2.38,6.26,2.55,647.0,98.336,6202.0,0.42782,1.19,1.28,0.06,4.29,2.82
3.19708,TIC 393818343 b,TIC 393818343,16.24921,0.1291,0.6058,12.18416202,1379.37528638,4.22,805.5,2.28,5756.0,0.06744,1.082,1.086,0.318,4.402,3.8
3.15371,TOI-2641 b,TOI-2641,4.880974,0.0607,0.18,18.10250383,122.6817651,0.092,1387.0,602.0,6100.0,0.34044,1.16,1.336,-0.15,4.2,10.8
3.1537,Kepler-303 b,Kepler-303,1.937055,0.024,0.0,0.89,0.64,4.99,802.0,145.436,3944.0,-1.0655,0.575,0.485,-0.4136,4.768,7.71
3.12282,HATS-65 b,HATS-65,3.105161,0.04497,0.062,16.824709,260.93843,0.3,1634.0,1178.0,6277.0,0.37658,1.257,1.31,0.199,4.303,1.78
3.769,Kepler-255 c,Kepler-255,9.946047,0.092,0.0,2.99,9.22,1.9,807.0,83.264,5573.0,-0.18311,0.867,0.933,0.3386,4.516,2.4
3.1353,Kepler-805 b,Kepler-805,30.8638931,0.19852,0.0,2.89,8.7,1.98,743.0,86.473,6112.0,0.5408,1.19,1.65,-0.06,4.08,4.27
3.2455,Kepler-357 d,Kepler-357,49.499875,0.246,0.0,3.43,11.6,1.58,402.0,4.619,5036.0,-0.55635,0.794,0.834,0.06,4.503,2.14
3.2122,Kepler-1674 b,Kepler-1674,62.5611,0.3017,0.0,3.2057749,10.4,1.73,417.0,7.13,5473.91,-0.20584,0.96,0.877273,0.0562,4.53407,0.5
3.3327,Kepler-363 b,Kepler-363,3.614568,0.048,0.0,1.16,1.65,5.81,1347.0,1000.243,5593.0,0.36465,1.226,1.485,0.3965,4.152,5.5
3.2714,Kepler-1238 b,Kepler-1238,4.14787559,0.0541,0.0,1.93,4.38,3.35,1389.0,1195.201,6386.0,0.58441,1.3,1.48,0.05,4.21,2.14
3.1119,HD 192263 b,HD 192263,24.3556,0.15,0.05,14.2,177.9848,0.342,486.0,,4976.0,-0.47,0.66,0.74,0.03,4.51,2.09
3.12818,17 Sco b,17 Sco,578.38,1.45,0.06,12.9,1373.01871824,3.51,,,4157.0,2.25435,1.22,25.92,-0.01,1.7,5.13
3.8835,K2-35 c,K2-35,5.608352,0.055,0.12,1.93,4.38,3.35,766.0,68.0,4402.71,-0.71881,0.701968,0.619575,0.04,4.697,
3.14761,TOI-1994 b,TOI-1994,4.0337142,0.0613,0.341,13.67495645,7024.0077947,15.0,2290.0,1910.26,7700.0,1.22272,1.86,2.3,-0.01,3.982,0.94
3.11187,HD 190360 c,HD 190360,17.111,0.1304,0.237,4.59,19.069,1.08,,,5549.0,0.06647,0.98,1.16804,0.19,4.29438,8.5
3.392,Kepler-1940 b,Kepler-1940,4.950610161,0.0525,0.0,1.54732469,3.01,4.46,885.0,145.23,5431.0,-0.37735,0.802,0.717,-0.44,4.623,
3.16394,TOI-3682 b,TOI-3682,3.3462406,0.048,0.22,12.80065596,69.28659273,0.181,1657.0,1258.0,5703.0,0.45788,1.32,1.735,0.416,4.077,4.2
3.13659,TOI-733 b,TOI-733,4.884765,0.0618,0.046,1.992,5.72,3.98,1055.8,207.1,5585.0,-0.08619,0.956,0.949,-0.04,4.47,4.4
3.11606,GJ 667 C f,GJ 667 C,39.026,0.156,0.03,1.45,2.7,4.87,,,3350.0,-1.863,0.33,,-0.55,4.69,2.0
3.11309,HD 51608 c,HD 51608,95.9446,0.3809,0.14,3.87,14.31,1.36,,,5358.0,-0.24413,0.8,0.916136,-0.07,4.36,
3.25,Kepler-114 d,Kepler-114,11.776,0.08358,0.0,2.53,3.9,0.22,446.0,31.016,4660.0,-0.6853,0.56,0.54,0.2291,4.72,2.69
3.3282,Kepler-264 c,Kepler-264,140.101261,0.566,0.0,2.83,8.4,2.04,511.0,15.347,6158.0,0.68915,1.426,1.55,0.0469,4.147,2.45
3.12409,GJ 357 d,GJ 357,55.661,0.204,,2.34,6.1,2.62,219.6,0.38,3505.0,-1.79833,0.342,0.337,-0.12,4.94,
3.2457,Kepler-1084 b,Kepler-1084,2.05333679,0.0324,0.0,1.11,1.41,5.67,1737.0,1766.593,6113.0,0.25259,1.12,1.28,-0.02,4.27,4.07
3.2726,Kepler-1242 b,Kepler-1242,13.62798432,0.1039,0.0,2.26,5.73,2.73,639.0,28.998,4895.0,-0.51639,0.77,0.74,-0.05,4.6,5.62
3.2263,Kepler-1786 b,Kepler-1786,78.5460968,0.35722,0.0,3.16305828,10.1,1.75,501.0,10.7,5808.0,0.15863,1.058,1.397,0.14,4.172,7.76
3.1982,Kepler-319 c,Kepler-319,6.941357,0.069,0.0,2.63,7.41,2.24,876.0,136.343,5526.0,-0.18116,0.933,0.903,0.06,4.487,1.07
3.3312,Kepler-85 d,Kepler-85,17.91323,0.13,0.0,1.2,8.69679,4.4,626.0,38.39,5436.0,-0.2123,0.947,0.893,0.12,4.494,1.38
3.10162,K2-214 b,K2-214,8.59656,0.0834,,2.51,6.85,2.38,1001.0,238.0,5875.0,0.19579,1.03,1.236,0.04,4.28,
3.9163,K2-121 b,K2-121,5.185738,0.0525,0.22,7.16,51.0,0.7,716.0,62.5,4526.0,-0.74531,0.71,0.675,0.04,4.63,
3.11504,NN Ser c,NN Ser,5573.55,5.35,0.08,12.6,2329.6,6.4,,,57000.0,,0.535,,,,
3.1283,HD 93385 b,HD 93385,7.3426,0.0756,0.295,1.88,4.2,3.47,,,5977.0,0.20683,1.04,1.18484,0.02,4.42,3.3
3.12191,K2-252 b,K2-252,13.81513,0.1041,,1.74,3.68,3.84,639.0,,5152.0,-0.40842,0.79,0.82,-0.09,4.5,
3.1239,Kepler-850 b,Kepler-850,7.19303878,0.0744,0.0,1.78,3.82,3.72,995.0,329.283,5932.0,0.17325,1.06,1.09,0.03,4.39,3.89
3.12841,TOI-2257 b,TOI-2257,35.189346,0.145,0.496,2.194,5.45,2.84,256.0,0.6703,3430.0,-1.86713,0.328,0.313,-0.27,4.971,
3.9154,K2-119 b,K2-119,7.727283,0.0698,0.07,2.53,6.94,2.35,666.0,54.9,4740.0,-0.68533,0.76,0.71,-0.05,4.62,
3.3496,Kepler-265 d,Kepler-265,43.130617,0.236,0.0,2.49,6.76,2.41,554.0,18.941,5835.0,0.00548,0.97,1.103,-0.11,4.326,0.28
3.3339,Kepler-1802 b,Kepler-1802,15.45020008,0.0662,0.0,1.671,3.43,4.04,581.0,26.91,4245.0,-0.925,0.649,0.637,0.0,4.641,13.9
3.10988,GJ 876 c,GJ 876,30.0881,0.12959,0.25591,14.0,226.9846,0.455,,,3293.74,-1.90658,0.32,0.3,0.2129,4.87177,1.0
3.18672,TOI-6008 b,TOI-6008,0.8574347,0.010777,,1.03,4.0,,707.0,41.5,3075.0,-2.32873,0.23,0.242,0.3,5.01,3.0
3.121,PSR J2322-2650 b,PSR J2322-2650,0.322963997,0.0102,0.0017,13.9,252.643067,1.84,,,,,1.4,,,,
3.13448,HD 42813 b,HD 42813,13.6308205,0.111,0.0,3.41,9.1,1.3,716.0,74.7,5289.0,-0.1549,0.901,0.98,0.24,4.39,11.2
3.4414,Kepler-1962 b,Kepler-1962,7.991459846,0.0783,0.0,1.21463929,1.95,5.98,901.0,155.95,5700.0,-0.12198,1.003,1.006,0.16,4.434,
3.3758,Kepler-1437 b,Kepler-1437,10.9295461,0.0951,0.0,1.37,2.45,5.24,770.0,83.14,5557.0,0.31615,0.93,0.9,-0.02,4.51,4.57
3.16467,TOI-3757 b,TOI-3757,3.438753,0.03845,0.14,12.0,85.3,0.27,759.0,55.4,3913.0,-1.06048,0.64,0.62,0.0,4.68,7.1
3.12076,MASCARA-1 b,MASCARA-1,2.14877381,0.040352,0.00034,17.90074218,1175.971,1.5,2594.3,38711.5,7490.0,1.08279,1.9,2.082,0.15,4.105,0.8
3.1193,Kepler-266 b,Kepler-266,6.61833,0.071,0.0,2.48,6.71,2.42,1066.0,230.403,5885.0,0.01163,0.947,1.028,0.16,4.453,4.79
3.2489,Kepler-1099 b,Kepler-1099,2.168452593,0.0337,0.0,2.83,8.4,2.04,1558.0,766.344,5837.0,-0.11906,1.01,1.0,-0.02,4.45,3.63
3.1642,Kepler-87 b,Kepler-87,114.73635,0.481,0.036,13.49,324.2,0.729,478.0,9.203,5600.0,0.32604,1.1,1.82,-0.17,3.96,7.5
3.1594,Kepler-856 b,Kepler-856,8.027680595,0.0787,0.0,9.3,63.3,0.432,824.0,153.497,5535.0,-0.02166,0.96,0.93,0.12,4.49,4.27
3.16689,TOI-3980 b,TOI-3980,3.6089254,0.0494,0.16,14.4595851,187.51876013,0.25,1621.0,1153.0,5840.0,0.44248,1.24,1.626,0.188,4.106,4.7
3.3452,Kepler-330 b,Kepler-330,8.25978,0.075,0.0,1.35,2.39,5.34,714.0,66.578,5117.0,-0.44191,0.848,0.722,0.16,4.636,3.47
3.872,Kepler-226 c,Kepler-226,5.349555,0.058,0.0,2.27,45.2,21.2,919.0,180.513,5571.0,-0.23921,0.904,0.802,0.09,4.586,4.17
3.12031,BD+03 2562 b,BD+03 2562,481.9,1.3,0.2,12.7,2034.112,5.46,,,4095.0,2.7,1.14,32.35,-0.71,1.89,5.2
3.12842,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,,0.681,,14.0,245.0457018,0.491,,,,,0.064,,,,
3.842,Kepler-587 b,Kepler-587,10.94027841,0.0952,0.0,2.23,5.6,2.77,764.0,70.965,5549.0,-0.23792,0.92,0.89,-0.05,4.51,4.79
3.20284,TOI-1266 d,TOI-1266,32.509,0.1513,0.087,1.74,3.68,3.84,288.0,1.3,3563.0,-1.58021,0.437,0.4232,-0.109,4.826,4.6
3.459,Kepler-691 b,Kepler-691,8.114379,0.0649,0.0,2.09,5.02,3.02,460.0,12.995,3715.0,-1.30464,0.53,0.5,0.04,4.76,3.98
3.12355,EPIC 201238110 b,EPIC 201238110,28.1656,,,1.87,4.16,3.5,,,3587.0,-1.50834,0.41,0.374,,4.77613,
3.1209,HD 113996 b,HD 113996,610.2,1.6,0.28,12.7,2002.329,5.37,,,4181.0,2.46389,1.49,25.11,0.13,1.86,3.24
3.925,Kepler-154 d,Kepler-154,20.54981883,0.14354,0.0,3.84,14.1,1.37,657.0,53.002,5769.0,0.03322,0.98,0.98,-0.04,4.45,4.47
3.9336,Kepler-279 e,Kepler-279,98.3531,0.439,0.0,4.13,56.0,7.3,552.0,21.96,6689.45,0.5188,1.164,1.43,-0.1141,4.12,0.22
3.9256,K2-197 b,K2-197,8.357881,0.0806,,2.56,7.08,2.32,848.0,,5667.0,-0.11379,1.0,0.93,0.08,4.5,
3.12102,HD 147379 b,HD 147379,86.58,0.3193,0.063,4.94,21.6,0.985,,,4090.0,-1.09691,0.58,0.628304,0.16,4.609,
3.11014,HAT-P-2 b,HAT-P-2,5.6335158,0.06814,0.5172,10.659759,2866.81223114,7.29,1540.0,588.518,6380.0,0.53,1.33,1.39,0.18,4.16,1.44
3.18392,HD 28192 b,HD 28192,14.23283,0.118,0.104,12.2,99.7981198,0.302,,,5919.87,0.10347,1.08,1.07094,,4.41196,
3.12025,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,1.39,,13.2,890.0,2.13,,,,,0.29,,,,
3.16838,TOI-4127 b,TOI-4127,56.39879,0.3081,0.7471,12.28504285,731.0053361,2.17,605.1,22.3,6096.0,0.31639,1.23,1.293,0.14,4.26,4.8
3.12002,Kepler-20 g,Kepler-20,34.94,0.2055,0.15,4.71,19.96,1.05,524.0,,5495.0,-0.16451,0.948,0.9639,0.07,4.446,7.6
3.11098,HD 136352 c,HD 136352,27.59221,0.1721,0.0,2.916,11.24,2.497668,677.0,35.1,5664.0,0.0162,0.87,1.058,-0.24,4.39,12.3
3.19812,OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,,2.53,,13.0,1207.7479466,3.02,,,,,0.46,,,,
